"Nombre de Cuenta", "Número de Cuenta", "Razon Social", "Nombre Comercial", "RUT", "GR", "Miembro de", "Tipo", "Página web", "EMAIL Principal", "Teléfono Principal", "Facturación Anual", "Celular", "Email (Alternativo)", "Teléfono Secundario", "Fecha Creación Empresa", "Aniversario", "Rubro", "Cantidad Empleados", "Sub Grupo de Actividad", "Modificado por", "Grupo de Actividad", "Exportador?", "Importador?", "RUT anterior", "Interviene DOCUMENTOS", "Empresa Familiar", "Socio CEF", "Fecha de Creación", "Asignado a", "Fuente", "No Enviar Email", "Responsable Pagos", "Fecha de Modificación", "Región / Localidad", "Dirección (Factura)", "Dirección (Envío)", "Ciudad (Factura)", "Ciudad (Envío)", "Código Postal (Factura)", "Código Postal (Envío)", "País (Factura)", "País (Envío)", "Departamento (Factura)", "Departamento (Envío)", "Descripción", "Número único", "Tipo de socio", "Estado"
"LUBIT","ACC2511","LUBIT SAS","LUBIT","219011200018","0","","","","lasupremaciadeluruguay@hotmail.com","","0.00000000","99885090","","","","","","","","admin","","0","0","0","0","0","","2023-09-05 18:26:44","admin","IMPORT","0","","2026-04-17 12:33:53","Flores","","","","","","","","","","","D. Villar","","",""
"LUIS ALBERTO PATIÑO","ACC2512","LUIS ALBERTO PATIÑO SRL","LUIS ALBERTO PATIÑO","70078310017","0","","Empresas Socias Directas","","lapsrl@adinet.com.uy","43524717","0.00000000","","","","","","Servicios Profesionales- Técnicos Especializados -Certificaciones","","","admin","","0","0","0","0","1","","2023-09-05 18:26:44","admin","IMPORT","0","","2026-04-17 12:33:53","Florida","","ANTONIO MA FERNÁNDEZ 470","","","","","","Uruguay","Florida","Florida","L. Viana","","",""
"Lumila","ACC2513","Lumila SA","Lumila","214177200017","0","","Empresas Socias Directas","www.lumila.com","sguarino@lumila.com","22032649","0.00000000","","","","","","Librería- Papelería - Artículos de oficina","Pequeña (5 a 19)","Residual","admin","10. Comercio en general","1","0","0","1","0","","2023-09-05 18:26:44","admin","IMPORT","0","","2026-04-17 12:33:53","Montevideo","","","","","","","","Uruguay","Montevideo","Montevideo","L. Viana","214177200017","TS02","VIG"
"Edenred","ACC2514","LUNCHEON TICKETS SA","Edenred","211805780015","0","","Empresas Socias Directas","www.edenred.com.uy","Gabriela.yaffe@edenred.com","24088080","0.00000000","","","","","","Procesamiento y conservación de alimentos - bebidas y tabaco","Mediana (20 a 99)","","admin","","0","0","0","0","0","","2023-09-05 18:26:44","admin","IMPORT","0","","2026-04-17 12:33:53","Montevideo","","","","","","","","Uruguay","Montevideo","Montevideo","L. Viana","211805780015","TS02","VIG"
"MABERAL","ACC2515","Maberal SA","MABERAL","213522370017","0","Accounts::::CEV","Socios Indirectos","","catherinenaida@gmail.com","","0.00000000","91262062","","","","","Ganadería - Agricultura y Actividades Conexas","","","admin","","0","0","0","1","0","","2023-09-05 18:26:44","admin","IMPORT","0","","2026-04-17 12:33:53","","","","","","","","","","","","D. Villar","213522370017","",""
"DMoizo","ACC2516","MACADEL SA","DMoizo","21495763001","0","","","","griselmoizo@gmail.com","","0.00000000","094 990 222","","","","","","","","admin","","0","0","0","0","0","","2023-09-05 18:26:44","admin","IMPORT","0","","2026-04-17 12:33:53","","","","","","","","","","","","D. Villar","","",""
"MACROMERCADO","ACC2517","MACROMERCADO MAYORISTA SA","MACROMERCADO","211589950019","0","","Empresas Socias Directas","www.macromercado.com.uy","candrianos@macromercado.com.uy","22002022","0.00000000","","","","","","Supermercados- Centro Comerciales- Retail","Grande (más 99)","18","admin","10. Comercio en general","0","0","0","0","1","","2023-09-05 18:26:44","admin","IMPORT","0","","2026-04-17 12:33:53","Montevideo","","","","","","","","Uruguay","Montevideo","Montevideo","L. Viana","211589950019","TS02","VIG"
"Magenta Innova","ACC2518","Magenta Innova SRL","Magenta Innova","215308160011","0","","","www.magentainnova.com/site/","info@magentainnova.com","","0.00000000","99051648","","","","","","Pequeña (5 a 19)","","admin","","0","0","0","0","0","","2023-09-05 18:26:44","admin","IMPORT","0","","2026-04-17 12:33:54","","","","","","","","","","","","D. Villar","","",""
"SICOEX","ACC2519","MANINI CARLOS","SICOEX","211925630010","0","","Empresas Socias Directas","www.sicoex.com.uy","sicoex@sicoex.com.uy","29160772","0.00000000","","","","","","Servicios Profesionales- Técnicos Especializados -Certificaciones","Micro (1 a 4)","1","admin","19. Servicios profesionales, técnicos, especializados y aquellos no incluidos en otros grupos","0","0","0","0","0","","2023-09-05 18:26:44","admin","IMPORT","0","","2026-04-17 12:33:54","Montevideo","","","","","","","","Uruguay","Montevideo","Montevideo","L. Viana","211925630010","TS02","VIG"
"MANOS DEL URUGUAY","ACC2520","MANOS DEL URUGUAY","MANOS DEL URUGUAY","214295570019","0","","Empresas Socias Directas","www.manos.com.uy","directiva@manos.com.uy","24004839","0.00000000","94613333","rrhh@manos.com.uy","","","","Textiles - vestimentas - cuero y calzado","Mediana (20 a 99)","","admin","","0","0","0","0","0","","2023-09-05 18:26:44","admin","IMPORT","0","","2026-04-17 12:33:54","Montevideo","","","","","","","","Uruguay","","","L. Viana","214295570019","TS02","VIG"
"Mantiba","ACC2521","MANTIBA SA","Mantiba","0","0","","","www.mantiba.com.uy","mciganda@mantiba.com.uy","","0.00000000","99664485","","","","","","","","admin","","0","0","0","0","0","","2023-09-05 18:26:44","admin","IMPORT","0","","2026-04-17 12:33:54","Montevideo","","","","","","","","","","","D. Villar","","",""
"MV Maple Vila","ACC2522","MAPLE VILA LTDA","MV Maple Vila","0","0","","","www.maplevila.com","nmachinvila@gmail.com","","0.00000000","99609083","","","","","","","","admin","","0","0","0","0","0","","2023-09-05 18:26:44","admin","IMPORT","0","","2026-04-17 12:33:54","","","","","","","","","","","","D. Villar","","",""
"Depósito Rafael","ACC2523","MARENALES LTDA","Depósito Rafael","213968580011","0","","Empresas Socias Directas","www.depositorafaelmetales.com.uy","deprafaelmetales@hotmail.es","25143296","0.00000000","","","","","","Logística –Transporte – Distribuidora - Almacenamiento","","","admin","","0","0","0","0","1","Socio","2023-09-05 18:26:44","vpopovich@cncs.com.uy","IMPORT","0","","2026-04-17 12:33:54","Montevideo","","RAFAEL 3417","","","","","","Uruguay","Montevideo","Montevideo",".","213968580011","",""
"Márgenes del Río","ACC2524","Márgenes del Río SA","Márgenes del Río","216072360010","0","","Socios Indirectos","","pleotta@margenesdelrio.com","23111683","0.00000000","","","","","","","","","admin","","0","0","0","0","0","","2023-09-05 18:26:44","admin","IMPORT","0","","2026-04-17 12:33:54","Montevideo","","","","","","","","","","","D. Villar","216072360010","",""
"MARQ","ACC2525","MARQ SC","MARQ","0","0","","","","carla@marq.com.uy","","0.00000000","98908696","","","","","","","","admin","","0","0","0","0","0","","2023-09-05 18:26:44","admin","IMPORT","0","","2026-04-17 12:33:54","","","","","","","","","","","","D. Villar","","",""
"FARMACIA MARSÓ","ACC2526","MARSO SRL","FARMACIA MARSÓ","20024750012","0","","","","","43346374","0.00000000","","","","","","","Micro (1 a 4)","","admin","","0","0","0","0","0","","2023-09-05 18:26:44","admin","IMPORT","0","","2026-04-17 12:33:54","Canelones","","","","","","","","","","","","","",""
"LEVI'S","ACC2527","MARTEX SA","LEVI'S","211054000015","0","","Empresas Socias Directas","www.levi.com.uy","proveedores@martex.com.uy","22082747","0.00000000","","","","","","Textiles - vestimentas - cuero y calzado","Grande (más 99)","","admin","","0","0","0","0","0","","2023-09-05 18:26:44","admin","IMPORT","0","","2026-04-17 12:33:54","Montevideo","","","","","","","","Uruguay","Montevideo","Montevideo","L. Viana","211054000015","TS02","VIG"
"Martin Rezk","ACC2528","Martin rezk SA","Martin Rezk","0","0","","","","m.rezkbatista@gmail.com","","0.00000000","99442369","","","","","","","","admin","","0","0","0","0","0","","2023-09-05 18:26:44","admin","IMPORT","0","","2026-04-17 12:33:54","Lavalleja","","","","","","","","","","","D. Villar","","",""
"Punta Shopping","ACC2529","Marystay SA","Punta Shopping","212511650015","0","","Empresas Socias Directas","www.puntashopping.com","martin@puntashopping.com","42489666","0.00000000","","","","","","Supermercados- Centro Comerciales- Retail","Grande (más 99)","21.1","admin","19. Servicios profesionales, técnicos, especializados y aquellos no incluidos en otros grupos","0","0","0","0","0","","2023-09-05 18:26:44","admin","IMPORT","0","","2026-04-17 12:33:54","Maldonado","","","","Punta del Este","","","","Uruguay","Maldonado","Maldonado","L. Viana","212511650015","TS02","VIG"
"El Emporio de los Sándwiches","ACC2530","MASLIAH HNOS SA","El Emporio de los Sándwiches","210148440010","0","","Empresas Socias Directas","www.emporio.com.uy","claudiosampayo@emporio.com.uy","29021480","0.00000000","","","","","","Procesamiento y conservación de alimentos - bebidas y tabaco","Grande (más 99)","12","admin","1. Procesamiento y conservación de alimentos, bebidas y tabaco","0","0","0","0","0","","2023-09-05 18:26:44","admin","IMPORT","0","","2026-04-17 12:33:54","Montevideo","","","","","","","","Uruguay","Montevideo","Montevideo","L. Viana","210148440010","TS02","VIG"
"Dr. Jorge Massa","ACC2531","Massa Jorge","Dr. Jorge Massa","212900680012","0","","Empresas Socias Directas","","dr.jorgemassa@gmail.com","","0.00000000","99624030","","","","","","","","admin","","0","0","0","0","0","","2023-09-05 18:26:44","admin","IMPORT","0","","2026-04-17 12:33:54","","","","","","","","","","","","L.González","212900680012","TS01","BAJ"
"MAVIN","ACC2532","Mavin SA","MAVIN","0","0","","","","federicodearmas@mavin.com.uy","23096444","0.00000000","","","","","","","","","admin","","0","0","0","0","0","","2023-09-05 18:26:44","admin","IMPORT","0","","2026-04-17 12:33:54","Montevideo","","","","","","","","","","","D. Villar","","",""
"Ferrere Abogados","ACC2533","MAYER, GONZÁLEZ Y OTROS","Ferrere Abogados","215762350017","0","","Empresas Socias Directas","www.ferrere.com/es/","amayer@ferrere.com","29001000","0.00000000","","","","","","Servicios Profesionales- Técnicos Especializados -Certificaciones","Mediana (20 a 99)","","admin","","0","0","0","0","0","","2023-09-05 18:26:44","admin","IMPORT","0","","2026-04-17 12:33:54","Montevideo","","","","","","","","Uruguay","Montevideo","Montevideo","L. Viana","215762350017","TS02","VIG"
"MAYFER","ACC2534","MAYFER S.A.","MAYFER","210000180017","0","","Empresas Socias Directas","www.mayfer.com.uy","forique@mayfer.com.uy","29020708","0.00000000","","","","","","Ganadería - Agricultura y Actividades Conexas","Mediana (20 a 99)","","admin","","0","0","0","0","0","","2023-09-05 18:26:44","admin","IMPORT","0","","2026-04-17 12:33:55","Montevideo","","","","","","","","Uruguay","","","L. Viana","210000180017","TS01","VIG"
"McCain","ACC2535","McCain Uruguay S.A.","McCain","80003530017","0","","Empresas Socias Directas","www.mccain.com","evina@mccain.com.uy","23378888","0.00000000","","","","","","Procesamiento y conservación de alimentos - bebidas y tabaco","Mediana (20 a 99)","","admin","","0","0","0","0","1","","2023-09-05 18:26:44","admin","IMPORT","0","","2026-04-17 12:33:55","Montevideo","","","","","","","","Uruguay","Montevideo","Montevideo","","80003530017","TS02","VIG"
"Mecalux","ACC2536","Mecalux Uruguay S.A.","Mecalux","216738710015","0","","Empresas Socias Directas","www.mecalux.com.uy","ines.arocena@mecalux.com","26838879","0.00000000","","","","","","Logística –Transporte – Distribuidora - Almacenamiento","Pequeña (5 a 19)","","admin","","0","0","0","0","0","","2023-09-05 18:26:44","admin","IMPORT","0","","2026-04-17 12:33:55","Canelones","","","","","","","","Uruguay","Canelones","Canelones","L. Viana","216738710015","TS02","SOLIC-BAJA"
"MENDOZA","ACC2537","MENDOZA S.R.L.","MENDOZA","212439960017","0","","Empresas Socias Directas","www.mendozayvibur.com","mendozasrl@adinet.com.uy","22002468","0.00000000","","","22041905","","","Procesamiento y conservación de alimentos - bebidas y tabaco","Pequeña (5 a 19)","5","admin","10. Comercio en general","1","1","0","0","1","","2023-09-05 18:26:44","admin","IMPORT","0","","2026-04-17 12:33:55","Montevideo","","","","","","","","Uruguay","Montevideo","Montevideo","L. Viana","212439960017","TS02","VIG"
"MERFIX","ACC2538","MERFIX S.A.","MERFIX","211495660017","0","","Empresas Socias Directas","www.merfix.com.uy","administracion@merfix.com.uy","22038038","0.00000000","","","","","","Procesamiento y conservación de alimentos - bebidas y tabaco","Pequeña (5 a 19)","5","admin","10. Comercio en general","0","1","0","0","1","","2023-09-05 18:26:44","admin","IMPORT","0","","2026-04-17 12:33:55","Montevideo","","","","","","","","Uruguay","Montevideo","Montevideo","L. Viana","211495660017","TS02","VIG"
"Gaff Geant","ACC2540","MIDIMAR S.A","Gaff Geant","215277230013","0","","Empresas Socias Directas","","veigasfabiana@hotmail.com","26019325","0.00000000","","","","","","Librería- Papelería - Artículos de oficina","","","admin","","0","0","0","0","1","Socio","2023-09-05 18:26:44","vpopovich@cncs.com.uy","IMPORT","0","","2026-04-17 12:33:55","Canelones","","GIANNATTASIO S/N LOCAL 107","","","","","","Uruguay","","",".","215277230013","",""
"BIOSISTEMAS","ACC2541","Biosíntesis Ltda","BIOSISTEMAS","214993400011","0","Accounts::::CIEC","Empresas Socias Directas","www.biosistemas.com.uy","administracion@biosistemas.com.uy","24098151","0.00000000","","natalia.milman@biosistemas.com.uy","","","","Servicios de Salud y actividades conexas","","","admin","","0","0","0","0","1","Socio","2023-09-05 18:26:44","admin","IMPORT","0","","2026-04-17 12:33:55","Montevideo","","ANA M.DE LAVALLEJA 2146","","","","","","Uruguay","","",".","214993400011","",""
"MIRASCO URUGUAY","ACC2542","MIRASCO URUGUAY S.A.","MIRASCO URUGUAY","212278620015","0","","Empresas Socias Directas","www.mirasco.com","info@mirasco.com","29163082","0.00000000","","","","","","Procesamiento y conservación de alimentos - bebidas y tabaco","Pequeña (5 a 19)","5","admin","10. Comercio en general","0","0","0","0","0","","2023-09-05 18:26:44","admin","IMPORT","0","","2026-04-17 12:33:55","Montevideo","","","","","","","","Uruguay","","","L. Viana","212278620015","TS02","VIG"
"EL PUNTAL","ACC2544","MODILOR SA","EL PUNTAL","216588680019","0","","","","elpuntal@elpuntal.com.uy","29242091","0.00000000","","","","","","","Pequeña (5 a 19)","","admin","","0","0","0","0","0","","2023-09-05 18:26:44","admin","IMPORT","0","","2026-04-17 12:33:55","Montevideo","","","","","","","","","","","","","",""
"MODUM","ACC2546","MODUM SRL","MODUM","218206510018","0","","Empresas Socias Directas","www.modum.com.uy","contacto@modum.com.uy","29161277","0.00000000","","contacto@modum.com.uy","","","","Servicios de Enseñanza","Micro (1 a 4)","","admin","19. Servicios profesionales, técnicos, especializados y aquellos no incluidos en otros grupos","0","0","0","0","0","","2023-09-05 18:26:44","admin","IMPORT","0","","2026-04-17 12:33:55","Montevideo","","","","","","","","Uruguay","","","L. Viana","218206510018","TS02","VIG"
"PLASTICOS BALDIVIA","ACC2547","MOLAK S.A.","PLASTICOS BALDIVIA","211191140013","0","","Empresas Socias Directas","www.baldivia.uy","admcontable@baldivia.com.uy","24005248","0.00000000","","","","","","Bazar-Ferretería-Pinturería","Mediana (20 a 99)","1","admin","10. Comercio en general","0","0","0","0","0","","2023-09-05 18:26:44","admin","IMPORT","0","","2026-04-17 12:33:55","Montevideo","","","","","","","","Uruguay","Montevideo","Montevideo","L. Viana","211191140013","TS02","VIG"
"CAÑUELAS","ACC2549","MOLINOS CAÑUELAS URUGUAY S.A.","CAÑUELAS","210015690016","0","","Empresas Socias Directas","www.molinocanuelas.com.uy","episa@molca.com.uy","29243200","0.00000000","","","","","","Ganadería - Agricultura y Actividades Conexas","Grande (más 99)","","admin","","0","0","0","0","1","","2023-09-05 18:26:44","admin","IMPORT","0","","2026-04-17 12:33:55","Montevideo","","","","","","","","Uruguay","Montevideo","Montevideo","L. Viana","210015690016","TS02","VIG"
"ENVIAR SERVICIO POSTAL","ACC2551","MONFILCO SA","ENVIAR SERVICIO POSTAL","213977840012","0","","Empresas Socias Directas","","directorio@enviar.com.uy","24807353","0.00000000","","","","","","","","","admin","","0","0","0","0","0","","2023-09-05 18:26:44","admin","IMPORT","0","","2026-04-17 12:33:55","","","","","","","","","","","","L.González","213977840012","TS02","BAJ"
"MONTECON","ACC2552","Montecon SA","MONTECON","214163590012","0","","","","Gonzalo.Montecon@montecon.com.uy","","0.00000000","91200219","","","","","Logística –Transporte – Distribuidora - Almacenamiento","","","admin","","0","0","0","0","0","","2023-09-05 18:26:44","admin","IMPORT","0","","2026-04-17 12:33:55","Montevideo","","","","","","","","","","","D. Villar","214163590012","",""
"Farmacia Del Navío","ACC2553","Moreno Dos Santos Ivonne Cipriana y Alzate Rivero María Isabel","Farmacia Del Navío","150337830013","0","","Empresas Socias Directas","","fardelnavio@gmail.com","","0.00000000","99256197","","","","","Industria Farmacéutica","","","admin","","0","0","0","0","0","","2023-09-05 18:26:44","admin","IMPORT","0","","2026-04-17 12:33:55","Rocha","","","","La Paloma","","","","Uruguay","Rocha","Rocha","L. Viana","150337830013","TS02","SOLIC-BAJA"
"Mosca","ACC2554","Mosca Hnos. SA","Mosca","210002810018","0","","Empresas Socias Directas","www.mosca.com.uy","Rosina.dibello@mosca.com.uy","24093141","0.00000000","","","","","","Librería- Papelería - Artículos de oficina","Grande (más 99)","7","admin","10. Comercio en general","0","0","0","0","0","","2023-09-05 18:26:44","admin","IMPORT","0","","2026-04-17 12:33:55","Montevideo","","","","","","","","Uruguay","Montevideo","Montevideo","L. Viana","210002810018","TS01","VIG"
"Multitarget","ACC2555","Multitarget SA","Multitarget","0","0","","","www.multitarget.com.uy","jorge@multitarget.com","","0.00000000","99851997","","","","","","","","admin","","0","0","0","0","0","","2023-09-05 18:26:44","admin","IMPORT","0","","2026-04-17 12:33:56","Treinta y Tres","","","","","","","","","","","D. Villar","","",""
"MUÑOZ MARTIRENA DINAH RAQUEL","ACC2556","MUÑOZ MARTIRENA DINAH RAQUEL","MUÑOZ MARTIRENA DINAH RAQUEL","212242110017","0","","Empresas Socias Directas","","secretaria.dmunozrrhh@gmail.com","27066079","0.00000000","","","","","","","","","admin","","0","0","0","0","1","","2023-09-05 18:26:44","admin","IMPORT","0","","2026-04-17 12:33:56","Montevideo","","","","","","","","Uruguay","","","","","",""
"MV29","ACC2557","MV29 SAS","MV29","0","0","","","","mv29desarrollos@gmail.com","","0.00000000","99614328","","","","","","","","admin","","0","0","0","0","0","","2023-09-05 18:26:44","admin","IMPORT","0","","2026-04-17 12:33:56","Montevideo","","","","","","","","","","","D. Villar","","",""
"Nacirol","ACC2558","Nacirol SA","Nacirol","216588710015","0","","","","nacirol@hotmail.com","","0.00000000","95934768","","","","","","","","admin","","0","0","0","0","0","","2023-09-05 18:26:44","admin","IMPORT","0","","2026-04-17 12:33:56","Montevideo","","","","","","","","Uruguay","","","D. Villar","","",""
"SISIMPEX (Penta-Transaction)","ACC2559","NARAL SA","SISIMPEX (Penta-Transaction)","213289370013","0","","Empresas Socias Directas","www.penta-transaction.com/PortalPenta/inicio","administracion@penta-transaction.com","29016336","0.00000000","","","","","","Tecnología-Telecomunicaciones- actividades conexas","Mediana (20 a 99)","10","admin","10. Comercio en general","0","0","0","0","0","","2023-09-05 18:26:44","admin","IMPORT","0","","2026-04-17 12:33:56","Montevideo","","","","","","","","Uruguay","Montevideo","Montevideo","L. Viana","213289370013","TS02","VIG"
"NAUSSA","ACC2560","NAUSSA SA","NAUSSA","080042800011","0","","Empresas Socias Directas","www.naussa.com.uy","naussa@naussa.com.uy","23644620","0.00000000","97054408","","","","","Textiles - vestimentas - cuero y calzado","Mediana (20 a 99)","1","admin","5. Industrias del Cuero, Vestimenta y Calzado","0","0","0","0","1","Socio","2023-09-05 18:26:44","admin","IMPORT","0","","2026-04-17 12:33:56","Canelones","","","","Las Piedras","","","","Uruguay","Canelones","Canelones",".","080042800011","TS02","SOLIC-BAJA"
"ViaAQUA","ACC2561","NAUTIBLUE SA","ViaAQUA","214217350014","0","","Empresas Socias Directas","www.viaaqua.com","contaduria@viaaquaspa.com.uy","27122712","0.00000000","","","","","","Hoteles Restaurantes- Bares - Entretenimiento","Grande (más 99)","6","admin","16. Servicios de enseñanza","0","0","0","0","1","","2023-09-05 18:26:44","admin","IMPORT","0","","2026-04-17 12:33:56","Montevideo","","","","","","","","Uruguay","Montevideo","Montevideo","L. Viana","214217350014","TS02","VIG"
"ARCOS BIOMEDICAL","ACC2562","NELSON ARCOS SA","ARCOS BIOMEDICAL","210969130015","0","","Empresas Socias Directas","www.arcos.com.uy","cmamberto@arcos.com.uy","24875133 Int115","0.00000000","","","","","","Servicios de Salud y actividades conexas","Mediana (20 a 99)","16","admin","10. Comercio en general","0","0","0","0","1","","2023-09-05 18:26:44","admin","IMPORT","0","","2026-04-17 12:33:56","Montevideo","","","","","","","","Uruguay","Montevideo","Montevideo","L. Viana","210969130015","TS02","VIG"
"Neomed (Tecnología Médica)","ACC2563","NEOMED SAS","Neomed (Tecnología Médica)","210740420011","0","","Empresas Socias Directas","www.neomed.com.uy","dbenedetto@neomed.com.uy","26228326","0.00000000","","","","","","Servicios de Salud y actividades conexas","Pequeña (5 a 19)","16","admin","10. Comercio en general","0","0","0","0","0","","2023-09-05 18:26:44","admin","IMPORT","0","","2026-04-17 12:33:56","Montevideo","Francisco Llambí 1556","Francisco Llambí 1556","","","","","","Uruguay","Montevideo","Montevideo","L. Viana","210740420011","TS02","VIG"
"Nestelco","ACC2564","NESTELCO SA","Nestelco","214068030013","0","","Empresas Socias Directas","","gmartinez@chemsys.net","29039245","0.00000000","","","","","","Industria Farmacéutica","Micro (1 a 4)","","admin","","0","0","0","0","0","","2023-09-05 18:26:44","admin","IMPORT","0","","2026-04-17 12:33:56","Montevideo","","","","","","","","Uruguay","","","L. Viana","214068030013","TS02","VIG"
"NESTLÉ","ACC2565","NESTLE DEL URUGUAY SA","NESTLÉ","210000480010","0","","Empresas Socias Directas","www.nestle.com.uy","","26810030","0.00000000","","","","","","Procesamiento y conservación de alimentos - bebidas y tabaco","Grande (más 99)","","admin","","0","0","0","0","0","","2023-09-05 18:26:44","admin","IMPORT","0","","2026-04-17 12:33:56","Canelones","","","","","","","","Uruguay","Canelones","Canelones","L. Viana","210000480010","TS02","VIG"
"NEUTRAL FREE SHOP","ACC2566","NEUTRAL SRL","NEUTRAL FREE SHOP","211204820012","0","","Empresas Socias Directas","www.neutral.com.uy","","26004418","0.00000000","","","","","","","","","admin","","0","0","0","0","0","","2023-09-05 18:26:44","admin","IMPORT","0","","2026-04-17 12:33:56","","","","","","","","","","","","A Pola","211204820012","TS02","BAJ"
"S & D Sytems and Developments","ACC2567","NEVELAND SA","S & D Sytems and Developments","213039810016","0","","Empresas Socias Directas","","bgrosso@syd.com.uy","29084854","0.00000000","","","","","","Tecnología-Telecomunicaciones- actividades conexas","Mediana (20 a 99)","22","admin","19. Servicios profesionales, técnicos, especializados y aquellos no incluidos en otros grupos","0","0","0","0","1","","2023-09-05 18:26:44","admin","IMPORT","0","","2026-04-17 12:33:56","Montevideo","","","","","","","","Uruguay","","","L. Viana","213039810016","TS02","VIG"
"NewLife E-Waste Recycling","ACC2568","NEWLIFE RECYCLING SAS BIC","NewLife E-Waste Recycling","219362800018","0","Accounts::::CEGRU","Socios Indirectos","","FEDERICO.RODRIGUEZ@NEWLIFE.COM.UY","25099382","0.00000000","099 527 593","","","","","","","","admin","","0","0","0","0","0","","2023-09-05 18:26:44","admin","IMPORT","0","","2026-04-17 12:33:56","","","","","","","","","","","","D. Villar","219362800018","",""
"NGS(URUGUAY)","ACC2569","NGS(URUGUAY) SA","NGS(URUGUAY)","215370190018","0","","Empresas Socias Directas","www.ngs.com.uy","luis.puig@ngs.com.uy","29162626","0.00000000","","","","","","Intermediación Financiera- Seguros- inversión","Mediana (20 a 99)","Residual","admin","19. Servicios profesionales, técnicos, especializados y aquellos no incluidos en otros grupos","0","0","0","0","1","","2023-09-05 18:26:45","admin","IMPORT","0","","2026-04-17 12:33:56","Montevideo","","","","","","","","Uruguay","","","L. Viana","215370190018","TS02","VIG"
"FRIGORIFICO SAN JACINTO","ACC2572","NIREA SA","FRIGORIFICO SAN JACINTO","210332820017","0","","Empresas Socias Directas","www.nirea.com.uy","fsj@nirea.com.uy","43992446 Int112","0.00000000","","","","","","Industria Frigorífica","Grande (más 99)","","admin","","1","0","0","1","0","","2023-09-05 18:26:45","admin","IMPORT","0","","2026-04-17 12:33:57","Canelones","Ruta 7 Km 59.500","Ruta 7 Km 59.500","","San Jacinto","","","","Uruguay","Canelones","Canelones","L. Viana","210332820017","TS01","VIG"
"NIVANI","ACC2573","NIVANI SAS","NIVANI","213688950013","0","","Empresas Socias Directas","www.nivani.com.uy","rrhh@nivani.com.uy","29152905","0.00000000","091001183","comercial@nivani.com.uy","","","","Servicios Profesionales- Técnicos Especializados -Certificaciones","","","admin","","0","0","0","1","0","","2023-09-05 18:26:45","admin","IMPORT","0","","2026-04-17 12:33:57","Montevideo","","","","","","","","Uruguay","","","L. Viana","213688950013","TS02","VIG"
"Laboratorio GENIA","ACC2574","NOBELOY SA","Laboratorio GENIA","214613450011","0","","Empresas Socias Directas","www.genia.com.uy","carlos.azambuja@dasa.com.br","25182044","0.00000000","96671212","","","","","Industria Farmacéutica","Pequeña (5 a 19)","","admin","15.Servicios de salud y anexos","0","0","0","0","0","","2023-09-05 18:26:45","admin","IMPORT","0","","2026-04-17 12:33:57","Montevideo","","","","","","","","Uruguay","","","L. Viana","214613450011","TS02","BAJ"
"Noguera & Cía.","ACC2575","Noguera & Cía Ltda","Noguera & Cía.","216778090018","0","","","","nycsa@adinet.com.uy","","0.00000000","94445654","","","","","","Micro (1 a 4)","","admin","","0","0","0","0","0","","2023-09-05 18:26:45","admin","IMPORT","0","","2026-04-17 12:33:57","","","","","","","","","","","","D. Villar","","",""
"NET BOX","ACC2576","NOR SA","NET BOX","211404880019","0","","Empresas Socias Directas","www.netboxworld.com","soporte@uy.netboxworld.com","29160505","0.00000000","","","","","","Logística –Transporte – Distribuidora - Almacenamiento","Pequeña (5 a 19)","9","admin","19. Servicios profesionales, técnicos, especializados y aquellos no incluidos en otros grupos","0","0","0","0","0","","2023-09-05 18:26:45","admin","IMPORT","0","","2026-04-17 12:33:57","Montevideo","","","","","","","","Uruguay","","","L. Viana","211404880019","TS02","VIG"
"ElectroUruguay","ACC2578","Nordica SA","ElectroUruguay","210714860018","0","","Empresas Socias Directas","","uriel@electrouruguay.com","29014117","0.00000000","","","","","","","","","admin","","0","0","0","0","0","","2023-09-05 18:26:45","admin","IMPORT","0","","2026-04-17 12:33:57","Montevideo","","","","","","","","Uruguay","Montevideo","Montevideo","L.González","210714860018","TS02","SOLIC-BAJA"
"NARANJALES GUARINO","ACC2579","NORIDEL SA","NARANJALES GUARINO","214173860012","0","","Empresas Socias Directas","www.guarino.com.uy/es","susana.guarino@gmail.com","47333974","0.00000000","","","","","","Viñedos - Cítricos - Fruticultura - Horticultura - floricultura","Grande (más 99)","","admin","","1","0","0","1","1","Socio","2023-09-05 18:26:45","admin","IMPORT","0","","2026-04-17 12:33:57","Salto","","","","","","","","Uruguay","Salto","Salto","L. Viana","214173860012","TS02","VIG"
"Norte Construcciones","ACC2580","NORTE CONSTRUCCIONES SA","Norte Construcciones","100011010017","0","","Empresas Socias Directas","www.norteconstrucciones.com.uy","nortecarlosd@gmail.com","42440110","0.00000000","","","29081613","","","Productos Metalúrgicos-Maquinaria-Construcción","","","admin","","0","0","0","0","1","Socio","2023-09-05 18:26:45","vpopovich@cncs.com.uy","IMPORT","0","","2026-04-17 12:33:57","Montevideo","","CALLE 14 ESQ 11","","","","","","Uruguay","","",".","100011010017","",""
"Nortimber","ACC2581","Nortimber SRL","Nortimber","0","0","","","","joacocasanovas.l@gmail.com","","0.00000000","97822200","","","","","","","","admin","","0","0","0","0","0","","2023-09-05 18:26:45","admin","IMPORT","0","","2026-04-17 12:33:57","Rivera","","","","","","","","","","","D. Villar","","",""
